YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2016,Zuid-Limburg,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Missing,No
2020,Groot-Amsterdam,Rural,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other non-European,Missing,No
2014,Achterhoek,Urban,Evening (6-12),Single,Single,Other,Motor vehicle,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Missing,Other non-European,Missing
2011,Agglomeratie ’s-Gravenhage,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),Missing,Unsolved,Victim,"Yes, principal victim",Male,Female,40to64,40to64,Missing,Netherlands,No
2019,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Missing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,Missing,Other non-European,Missing,Missing
2012,Noord-Friesland,Urban,Evening (6-12),Single,Single,Private home,Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Netherlands,No
2017,Groot-Amsterdam,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Missing,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,Missing,18to24,Missing,Other non-European,Suicide attempt only
2017,Delft en Westland,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Other Europe,No
2018,Zuid-Limburg,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Netherlands,Netherlands,Missing
2017,Arnhem/Nijmegen,Urban,Missing,Single,Single,"Park, forest or recreational area",Firearm,Other,(Step)Parent,Solved,Victim,No,Male,Male,25to39,40to64,Other non-European,Missing,Missing
2018,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Female,Male,7to17,25to39,Missing,Missing,Missing
2019,Agglomeratie Leiden en Bollenstreek,Urban,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Missing,Missing
2020,Zuidwest-Gelderland,Urban,Morning (6-12),Single,Single,Other,Knife or other sharp object/weapon,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,25to39,7to17,Other non-European,Missing,No
2011,Zuid-Limburg,Urban,Evening (6-12),Single,Multiple,Other,Missing,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Other Europe,Netherlands,No
2015,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Blunt object,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Female,25to39,25to39,Missing,Netherlands,No
2011,Het Gooi en Vechtstreek,Urban,Afternoon (12-6,Single,Single,Private home,Smoke or fire,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Female,40to64,25to39,Missing,Netherlands,No
2011,Groot-Amsterdam,Urban,Missing,Single,Single,Other,Missing,Criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2017,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Missing,Missing,No
2020,Noordoost-Noord-Brabant,Urban,Missing,Single,Missing,Other,Missing,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Missing,Missing
2017,Groot-Rijnmond,Urban,Missing,Single,Single,Other,Firearm,Child killing (family and non-family),Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Missing,Missing,No
2013,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Missing,"Shop, restaurant or other place of entertainment and amusement",Smoke or fire,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,No
2015,Utrecht,Missing,Morning (6-12),Single,Single,Private home,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Other non-European,Missing,No
2012,Midden-Noord-Brabant,Urban,Afternoon (12-6,Multiple,Single,Private home,Knife or other sharp object/weapon,Missing,Friend or longtime acquaintance,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Netherlands,No
2013,Groot-Rijnmond,Urban,Missing,Single,Single,Missing,Hanging/Strangulation/Suffocation,Partner killing,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Missing,No
2012,Zuidoost-Noord-Brabant,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Missing,No
2011,Agglomeratie Haarlem,Rural,Afternoon (12-6,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,Missing,18to24,Missing,Netherlands,No
2015,West-Noord-Brabant,Urban,Evening (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,No,Female,Male,>=65,40to64,Netherlands,Missing,No
2020,Zuidoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,Private home,Firearm,Other familial killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Female,25to39,25to39,Missing,Other non-European,No
2011,Utrecht,Urban,Evening (6-12),Multiple,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Netherlands,Netherlands,Yes
2012,Arnhem/Nijmegen,Urban,Morning (6-12),Single,Missing,Private home,Knife or other sharp object/weapon,Nightlife violence,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Other Europe,Yes
2017,Zuidoost-Zuid-Holland,Urban,Missing,Single,Multiple,Private home,Missing,Criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Missing,Male,<=6,25to39,Missing,Other non-European,Yes
2020,Groot-Rijnmond,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Missing,Male,Missing,Missing,Missing,Netherlands,No
2013,Groot-Rijnmond,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Other non-European,Missing,No
2011,Utrecht,Urban,Missing,Single,Single,Missing,Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Netherlands,No
2011,Twente,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other non-European,Netherlands,No
2015,Ijmond,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2019,Utrecht,Rural,Afternoon (12-6,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Missing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Netherlands,No
2012,Groot-Rijnmond,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Male,Missing,25to39,25to39,Netherlands,Other non-European,No
2017,Groot-Amsterdam,Urban,Missing,Single,Single,"Shop, restaurant or other place of entertainment and amusement","Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Missing,Missing,No
2013,Utrecht,Urban,Afternoon (12-6,Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Netherlands,Netherlands,No
2012,Groot-Amsterdam,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Other,Criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Male,Male,Missing,25to39,Netherlands,Netherlands,No
2017,Kop van Noord-Holland,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Other familial killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Other Europe,Missing,No
2017,Groot-Amsterdam,Urban,Missing,Multiple,Multiple,Private home,Other,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Other Europe,Other non-European,No
2016,Flevoland,Urban,Night (12-6),Single,Missing,"Shop, restaurant or other place of entertainment and amusement",Blunt object,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,7to17,Other Europe,Other non-European,No
2013,Utrecht,Rural,Missing,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Other non-European,Netherlands,No
2020,Noord-Limburg,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other non-European,Other Europe,No
2011,Zuidwest-Gelderland,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Smoke or fire,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2020,Veluwe,Urban,Afternoon (12-6,Multiple,Single,Other,Hanging/Strangulation/Suffocation,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,No,Male,Male,40to64,Missing,Missing,Missing,No
2020,Twente,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Other,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Other non-European,Missing,No
2011,Twente,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Netherlands,Missing,No
2016,Zuidoost-Noord-Brabant,Urban,Night (12-6),Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Missing,Perpetrator and victim do not know each other,Unsolved,Victim,"Yes, principal victim",Male,Female,18to24,40to64,Missing,Other non-European,Missing
2011,Groot-Rijnmond,Urban,Morning (6-12),Single,Single,Private home,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,No
2012,Groot-Amsterdam,Urban,Missing,Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Partner killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Netherlands,No
2017,Veluwe,Rural,Evening (6-12),Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2011,Groot-Rijnmond,Rural,Afternoon (12-6,Single,Single,Private home,Firearm,Criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Missing,40to64,40to64,Missing,Missing,No
2019,Twente,Urban,Night (12-6),Single,Single,Private home,Firearm,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Other Europe,Other Europe,No
2011,Agglomeratie ’s-Gravenhage,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Firearm,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Female,Missing,18to24,40to64,Netherlands,Netherlands,Missing
2019,Utrecht,Urban,Missing,Multiple,Missing,Other,Motor vehicle,Other,Other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,7to17,Missing,Missing,Missing
2014,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Other non-European,No
2016,Noord-Limburg,Urban,Afternoon (12-6,Single,Missing,"Shop, restaurant or other place of entertainment and amusement",Blunt object,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2017,Groot-Rijnmond,Urban,Afternoon (12-6,Multiple,Single,Private home,Knife or other sharp object/weapon,Partner killing,Friend or longtime acquaintance,Unsolved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Other non-European,Other non-European,No
2017,Agglomeratie ’s-Gravenhage,Urban,Missing,Single,Missing,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,Missing,Other non-European,Netherlands,Missing
2017,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Park, forest or recreational area",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other non-European,Missing,No
2011,Zaanstreek,Rural,Missing,Single,Missing,Other,Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other Europe,Other non-European,No
2013,Groot-Amsterdam,Urban,Missing,Single,Missing,"Shop, restaurant or other place of entertainment and amusement",Firearm,Partner killing,Partner,Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Missing,Missing,Missing
2013,Noord-Limburg,Rural,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Missing,Netherlands,No
